11,"after watching   rat race   last week , i noticed my cheeks were sore and realized that , when not laughing aloud , i had held a grin for virtually all of the film's 112 minutes . saturday night , i attended another sneak preview for the movie and damned if i didn't enjoy it as much the second time as the first .   rat race   is a great goofy delight , a dandy mix of energetic performances , inspired sight gags and flat-out silliness . hands down , this is the most fun film of the summer . the movie begins with zippy retro-style opening credits that look like they were torn straight out of a '60s slapstick comedy , featuring animated photos of the cast attached to herky-jerky bodies bounding around the screen . then comes the setup . donald sinclair ( john cleese ) , the extremely rich owner of the venetian hotel and casino in las vegas , enjoys concocting unusual bets for his high rolling clients . to that end , he places a half dozen very special tokens in his slot machines . gathering together the lucky token holders , he explains ,   today you have a chance to play a game where the odds of winning are one in six .   the competition is simple : each contestant gets a key that opens a locker in silver city , n . m . , containing $2 million in cash . there is a transmitter in every key , so that sinclair and his cronies can keep track of who is ahead . the race has no rules ? whichever contestant reaches the locker first gets the money . since it would be wrong to spoil any of the jokes , let's use the next few paragraphs to profile the racers . decked out in flashy , trashy clothing and sporting big hair , vera baker ( whoopi goldberg ) is in town to reunite with the daughter she gave up for adoption as a baby . she finds that grown-up merrill ( lanai chapman ) is erudite , conservative and more than a little bit wary of this stranger trying to jump into her life . thrown together , it becomes clear that both women share a fierce competitive nature . owen templeto",1
12,"i've noticed something lately that i've never thought of before . pseudo- substance - hollywood faking deep meanings in their films . have you ever seen a movie that you really enjoyed , then when you look back , you realize there was something missing ? more and more , filmmakers seem to be putting out well rehearsed , melodramatic films that evoke strong connotations of being a great film , but if you step aside and reflect on your movie going experience , you may just discover nothing more than elegantly presented fluff . i'm not trying to say city of angels is that bad . it had a lot going for it , but somewhere along the way , it faltered . somehow , underneath the seemingly poetic beauty of it all , there was a gigantic hole somebody covered with iridescent performances and glossy cinematography . the predictable ending that shattered our hopes ( even though we saw it coming ) only added to the disappointment . but for over an hour , city of angels is well worth the time . nicolas cage is seth , a guardian angel who , like hundreds ( likely thousands or even millions ) of other angels , spends eternity watching over the citizens of mortality ; humans never aware of how much celestial intervention occurs in their life . meg ryan , in her most subdued performance yet , plays maggie , a doctor who begins to ponder exactly who it is we're fighting against when we fight to keep someone alive . after losing a patient on the surgery table , these questions envelope maggie , and seth , the angel who was there to oversee the patient's transition into the afterlife , is immediately captivated by the doctor . he begins following and observing maggie , falling more and more in love with her everyday . angels , who we quickly learn are not and never were humans , can not experience human sensations such as taste and touch , but they do have the ability to make themselves seen to anyone they desire . seth's adoration is too much to resist , and eventually he does appear to ",1
13,"synopsis : bobby garfield ( yelchin ) lives in a small town with his mirthless widowed mother ( hope davis ) . bobby's world revolves around his friends , especially the spritely carol ( boorem ) . then one day , a new boarder arrives at bobby's house . ted brautigan ( hopkins ) is an enigmatic man to whom bobby takes an immediate liking . as the bond between bobby and ted deepens , bobby becomes privy to ted's great secret , an event which will change both of their lives forever . review : a small but enchanting movie ,   hearts in atlantis   easily recalls another king-inspired coming-of-age film ,   stand by me   , both in terms of its setting and the sentiment it conveys .   hearts   is a tribute to the magic of childhood , to those summers when the days seem neverending , and nothing means more than your closest friends . unlike   stand by me   , there is a supernatural element to   hearts   , but although it is key to the plot , it is not prominent . like   stand by me   , this is a mostly character-driven film , and as such it benefits greatly from superb casting . yelchin is very good as bobby , finding a good mix of innocence and resignation . more splendid still is boorem , whom i praised highly for her work in   along came a spider   and who is simply radiant here as carol . and then there is hopkins , who despite playing such a quiet , introspective character as ted , nonetheless commands our attention every time he is onscreen . less successful is davis , whose strident elizabeth comes across as overly cartoonish . i also found it odd that bobby and carol's other friend , sully ( whose death as an adult sets up the movie's flashback framing device ) , is paid virtually no attention . but hicks' direction is lovely without being cloying , and despite the movie's general lack of incident , it never ceases to weave its spell over the audience . ",1
14,"synopsis : in this movie , steven spielberg , one of today's finest directors , attempts to spice up the 1800s story of a long courtroom battle over the fate of prisoner cinque ( djimon hounsou ) - - a young angry man from sierra leone who was kidnapped into slavery - - and his fellow prisoners . cinque and friends have landed a ship on the shores of america after escaping spanish slave traders , but since the americans don't speak cinque's language , the black men are hauled into court to determine whether or not they are legally slaves . technically , since the international slave trade was outlawed at that time , people like cinque couldn't be kidnapped into slavery ; one had to be born a slave to be legally considered a slave . lawyers baldwin and adams ( matthew mcconaughey and anthony hopkins ) must prove cinque and the others were captured into slavery , rather than born slaves , in order to get them out of prison as free men . three lengthy court cases are portrayed with spielberg's trademark panache - - flashy beginning , lots of facial close-ups , big music , and dramatic imagery . a final speech by adams is followed by an anticlimax where subtitles show what eventually happened to the various characters . opinion : making a fictional movie is easier than making one about real life . in fiction , one invents purposeful , clear-cut good guys and bad guys , puts the fictional characters in conflict , and takes the tale to its exciting conclusion . real life , however , consists of long stretches of boredom with a few dramatic moments and characters who stand around , think thoughts and do nothing , or come and go before events are resolved . spielberg gives us a visually spicy and historically accurate real life story . djimon hounsou and anthony hopkins turn in excellent performances . ",1
15,"the police negotiator is the person with the entirely unenviable job of going into ground zero and attempting to talk a dangerous criminal out of doing whatever he or she intends to do . lives are often at stake , and the criminal is usually armed and most likely mentally unstable , prone to turn on the negotiator at a moment's notice . the negotiator must therefore be something of an actor , psychologist , and sham artist , in addition to being a police officer ; he must be able to think on his feet and either work toward the goal of ending the confrontation without violence , or failing that , must be prepared to facilitate the conclusion of the crisis through firepower . most of all , the negotiator must be able to enter a situation with as little intelligence about the scenario as possible , and quickly gain control of the situation , dominate the conversation , and influence the perpetrator into thinking that the end of the conflict is what he really wants . it takes a pretty smart person to do that . but what if the hostage-holding criminal is just as smart ? what if he's also able to think on his feet ? in fact , what if he also knows all the tricks to turning the situation to his favor ? it is this circumstance which forms the basis for f . gary gray's the negotiator . in this film , police negotiator danny roman ( samuel l . jackson ) is tipped off by his partner to corruption within the chicago police force . when his partner turns up shot to death and internal affairs finds incriminating evidence in roman's home , roman becomes the prime suspect of both embezzling from the police disability fund and murder . faced with the scorn of most of the police department , and under close scrutiny by the media , roman is forced to turn in his badge in one of those typical scenes in the captain's office . i don't quite remember if the captain actually said ,   i hate to do this , but . . .   , although it wouldn't surprise me if he did . luckily , the film soon shak",1
16,"plot : a young man who loves heavy metal music and especially the band steel dragon , to whom he's devoted a tribute band in which he sings , gets launched into stardom when the real group get rid of their lead singer and call on him to take his place . critique : i'm a sucker for movies like this . a young man with a humble background and lofty dreams , works hard , devotes the time , the energy and the patience , and ultimately hits it big-time . in the case of this film , our boy loves a certain heavy metal band and as luck would have it ( yup , luck always finds its way into these types of equations , although generally tied very closely to hard work ) , they need a new singer . his entry and adaptation to the whole   rock 'n roll   lifestyle fills the rest of the film and is really fun to watch . although i will preface this by saying that one thing that would definitely enhance your appreciation for this film is your own love ( or past love ) of heavy metal music and the whole scene around it . metal was one of my first loves as a teen and even though the genre of music isn't that prominent anymore , i still check out my motley crue , twisted sister and anthrax cds every now and again . that's not to say that you won't like this film if you don't like the music , but the music and live performances from the band , play a big part in the movie , and i for one , had a blast watching and listening to it all . but the even greater draw in this film is the standout performance given here by mark wahlberg . wow , hand this fella some major props , as he totally becomes this heavy metal geek/god ( incidentally , metal god was the film's original title , and a much better one if you ask me ) . he is this movie and i was quite taken by his character pretty much the whole way through . he came off like a regular guy with extremely passionate goals and work ethic , who was willing to do anything in order to fulfill his dreams . aniston was also surprisingly good as the g",1
17,"carry on matron is the last great carry-on film in my opinion . made in 1972 , it still features most of the regulars of this genre . sid james plays the head of a gang of crooks intent on stealing contraceptive pills from the local maternity hospital and selling them off to make a profit , kenneth williams is sir bernard cutting , head of the hospital but also a hypochondriac , hattie jacques re-takes her role as matron , and charles hawtrey is the psychiatrist dr . goode . the jokes come in fast and so do the laughs , with humorous antics between the matron and sir bernard . this time , williams is after matron ( jacques ) when he needs to prove himself that he is a man after visiting dr . goode . the doctor ( hawtrey ) is sworn to secrecy : -   i assure you , that anything you say to me today will go in one ear and straight out of the other !   bernard thinks he is having a sex change and needs to prove himself . there are great cameos from joan sims , an expectant mother who is many weeks overdue and is eating constantly in every scene , and from kenneth connor as the expectant father who still thinks he's at work ( at the railway station ) . sid james' gang including cyril his son ( kenneth cope ) try to find out where the pills are by getting cyril to dress up as a nurse and live in at the nurses home . he has to share a room with nurse ball ( barbara windsor ) and she soon sees through him ! the film ends with the attempted robbery of the hospital's pills with panic ensuing . there are good performances by hattie jacques as the matron , however her character seems a little more subdued and quieter than her previous 'matron's' . williams is , as usual , on top form , but sid james isn't given a very good part in this movie and i would forgive anyone to forget that he was in the movie at all . the same does not go for charles hawtrey , for although he only first appears in the movie after 30 minutes gone and has scarce screen time , he seems to steal every scen",1
18,"the ultimate match up between good and evil ,   the untouchables   is an excellent movie because it looks deeper into an already examined rivalry . based on the 1959 television show of the same title ,   the untouchables   may be an exaggeration of the real life events that took place , but it fits together perfectly with some beautifully filmed action sequences , some excellent acting , a memorable score , and a clever script . the film takes place in chicago during the prohibition era where mobsters led by the ruthless al capone run an underground market of liquor to the demanding public . elliot ness and a small force of men known as the untouchables attempt the impossible by trying to stop capone and trying to maintain peace and order . however , as ness soon learns , in order to stabilize peace , you have to bend a few laws . the fact that capone is evil is very apparent from the first few scenes . the film begins with capone , played perfectly by deniro , declaring that he is not a violent man and he is a firm believer in following all laws . the film then quickly transfers to the next scene in which one of capone's men bombs a restaurant that contains many innocent people including a little girl . from this point we know capone is evil , not only because he kills without hesitation , but also because he is a lying bastard . right from the first five minutes of the film , de palma has created a hatred towards capone and he shows that this man must be brought down at all costs . this developed hatred is before the film's hero , ness , is even introduced . i found this approach to be very clever because in a small duration of time there is a great amount of admiration for ness and an equal amount of hatred for capone . the film only gets better from this point . with the formation of the untouchables , there is a group of men wearing long , dark overcoats and hats . they walk in unison and they only look forward . as they walk down the streets they are observed ",1
19,"having not seen ,   who framed roger rabbit   in over 10 years , and not remembering much besides that i liked it then , i decided to rent it recently . watching it i was struck by just how brilliant a film it is . aside from the fact that it's a milestone in animation in movies ( it's the first film to combine real actors and cartoon characters , have them interact , and make it convincingly real ) and a great entertainment it's also quite an effective comedy/mystery . while the plot may be somewhat familiar the characters are original , especially baby herman , and watching them together is a lot of fun . the story begins in hollywood in 1947 . cartoon star roger rabbit is blowing takes and having trouble keeping his mind on work , so hard-boiled private detective eddie valiant ( bob hoskins ) is called in by studio head r . k . maroon ( alan tilvern ) to try to help get roger's mind back on work . maroon thinks that roger's wife , jessica's , possible unfaithfulness to him might be the cause of distraction and tells eddie to get some photos of her in the act before it costs him any more money in reshoots . valiant takes some photos of jessica playing , `patty cake' with marvin acme ( stubby kaye ) , the owner of toontown ( where all of the cartoon characters live ) and takes them to maroon . upon seeing them , roger is emotionally destroyed and soon after acme is found dead and roger rabbit is the prime suspect . the rest of the movie follows valiant and roger as they run around town ( and eventually toontown ) trying to clear roger's good name . along the way they meet judge doom ( christopher lloyd ) a judge-jury-and executioner type who's out to get roger and has discovered the one and only way to kill a `toon . ' `who framed roger rabbit' won 4 academy awards including a special achievement award for richard williams for animation direction and creation of the cartoon characters ( williams and his teams went through the film frame by frame and hand drew the c",1
20,"there's something about ben stiller that makes him a popular choice among casting directors these days . stiller currently has three projects in circulation , and what other actor can lay claim to that ? he's in   there's something about mary ,   which i * still * haven't seen . and he's in the acerbic   your friends & neighbors ,   playing a talkative , sexually-frustrated drama coach called jerri . now there's   permanent midnight ,   in which stiller plays another jerry , this one a heroin-addicted television writer , last name stahl . there's also something about this industry that pushes bankable stars like stiller into doing drug-addiction pictures the minute they've proved themselves commercially . ewan mcgregor springs to mind who , after successful turns in   emma   and   brassed off ,   received greater respect and admiration for his mind-blowing realization as renton in danny boyle's transatlantic junk-fest ,   trainspotting .   the philosophy appears to be a simple one : if you want 'em to be taken seriously , make 'em do drugs .   permanent midnight   is based on the true life experiences of jerry stahl , a successful hollywood writer who , in the mid-eighties , had a $5 , 000-a-week job churning out plotlines for disposable tv sitcoms and a $6 , 000-a-week heroin habit . a habit , in stahl's own words ,   the size of utah .   as stahl , stiller contributes a commanding performance . unlike   trainspotting ,   which was successful in having it both ways by chronicling both the highs and the lows of heroin abuse ,   permanent midnight   instead focuses on the concept of drug addiction as maintenance . one of the earliest observations in the film is a casual reference to   naked lunch   author william s . burroughs who , when asked why he shoots up first thing in the morning responds ,   so i can shave .   stahl rarely appears to be puncturing veins for the thrill of it all in   permanent midnight   ; it's so he can talk to his mother on the phone , show ",1
21,"by phil curtolo mel gibson ( braveheart ) gave a gripping performance as the father of a young kidnapped boy in ron howard's ransom . gibson plays tom mullen , a wealthy business tycoon whose past actions are coming back to haunt him as a deranged psychopath , played by gary sinise ( forrest gump ) , and his band of low-life thugs kidnap his only son for $2 million . tom and his wife , kate , played by rene russo ( tin cup ) were instructed not to inform the police , but they contacted the fbi . minutes later , an elite team of agents led by delroy lindo ( broken arrow ) are in tom's house and wiring every phone . the plot sounds average , just like most other kidnap movies that you've already seen , and it was nothing more than that . that is until about half-way through the movie . suddenly , tom goes to the fox 5 news room and makes a live broadcast saying ,   this is your ransom . but this is as close as you will ever get to it . instead , i am offering this money as a reward on your head , dead or alive .   at this point , the plot thickened , and the unusually slow start of the film turned into a suspense-filled action film with great stunts . the last half of the film is very well done . another thing that carries this film are the superb performances by gibson and sinise , as they collide in a game of wits over their cellular phones for most of the movie . owen gleiberman of entertainment weekly commented on the subject :   it makes you wonder what kidnappers did before cell phones .   before this movie , sinise played mostly   good guys ,   first in of mice & men , then in forrest gump , and most recently , in apollo 13 . but he was surprisingly devilish and cold in his portrayal of a cop-gone-bad . gibson , of course , was just being gibson , in an oscar-worthy performance . although most of the scenes were quite predictable , ransom is a very entertaining and suspenseful film . , ",1
22,"one can not observe a star trek movie and expect to see serious science fiction . the purpose of star trek is to provide flashy , innocent fun . sometimes the stories are compelling . sometimes they're not . but , with the exception of the first film in the series ( which provides little more than endless shots of amazed faces ) , i've never been bored by any of the enterprise's numerous missions . star trek : insurrection is no exception . the film has gotten some negative reviews ( a friend of mine actually thinks it's the worst in the series ) , but i'm not really sure why . it's an exciting , often hilarious movie that engaged me and left me ready for the next star trek film . some say it's a bit too light , and more of a long episode than a film . others say the special effects are cheesy and that it's boring . i simply enjoyed the film . insurrection , which is the second film to feature strictly the next generation cast , introduces us to a race of people called the ba'ku ; the ba'ku are very old ( most of them are about three hundred years old ) , but they actually appear younger with age due to strange radiation in the rings of their planet . of course , these peaceful people can't horde this fountain of youth all for themselves ? leave it up to their archenemies , the son'a , led by ru'afo ( f . murray abraham ) , to mess everything up . the son'a , who are horribly disfigured and rely on daily reconstructive surgery to be aesthetically acceptable , strike a deal with the federation to move the ba'ku elsewhere and exploit the secret to keep their race from dying . that's when captain picard ( patrick stewart ) steps in : he realizes that moving the ba'ku would kill them ( it also helps that he falls in love with a ba'ku woman ( donna murphy ) ) . so , with his trusty crew , picard defies the federation to keep the ba'ku in their natural habitat . when dealing with a series with as much history as this , it's not entirely necessary to re-introduce your char",1
